TIEMPO_EMPRESA,ANALFABETISMO,EDUCACION,GENERO,EDAD,SINDICADO,SEGUNDO_TRABAJO,HORAS_REMUNERADAS,HORAS_NO_REMUNERADAS,EXPERIENCIA,ln_INGRESOS,ING_H,ln_ING_H,INDIGENA,AFRO
0.25,1,0,1,50,0,0,50,0,44,13.122363377404328,2500,7.824046010856292,0,0
15,0,16,0,47,1,1,70,10,25,15.27412558066379,15357.142857142857,9.639335977494541,0,0
20,0,11,0,63,0,0,40,10,46,13.997832114758229,7500,8.922658299524402,0,1
6,0,13,0,50,0,1,52,8,31,13.773151966817208,4608.298076923077,8.43561388711589,0,0
3,0,14,0,32,0,0,48,3,12,13.71957878501095,4731.90625,8.46208341298317,0,0
0.08333333333333333,0,11,0,67,0,0,36,0,50,12.611537753638338,2083.3333333333335,7.641724454062338,0,1
0.16666666666666666,0,11,0,64,0,0,40,0,47,13.142166004700508,3187.5,8.066992189466681,0,1
7,0,7,0,59,0,0,36,19,46,13.304684934198283,4166.666666666667,8.334871634622283,0,1
20,0,18,0,57,0,0,40,0,33,15.424948470398375,31250,10.349774655164548,0,0
10,0,16,1,56,0,0,50,10,34,14.508657738524219,10000,9.210340371976184,0,0
2,0,16,0,23,0,0,40,0,1,14.077874822431765,8125,9.002701007197938,0,0
15,0,14,0,58,0,0,40,0,38,14.508657738524219,12500,9.433483923290392,0,0
20,0,16,1,55,1,0,32,35,33,14.914122846632385,23437.5,10.062092582712767,0,0
0.08333333333333333,0,11,1,37,0,0,40,10,20,13.71957878501095,5678.2875,8.644404969777122,0,0
12,0,11,0,35,0,0,48,3,18,13.710150042306449,4687.5,8.452654670278667,0,0
0.4166666666666667,0,13,1,43,0,0,48,38,24,13.71957878501095,4731.90625,8.46208341298317,0,0
15,0,19,1,53,0,0,40,15,28,15.424948470398375,31250,10.349774655164548,0,0
4,0,13,0,32,0,0,56,8,13,14.22097566607244,6696.428571428572,8.809329614217399,0,0
0.5,0,11,1,32,0,0,40,30,15,13.304684934198283,3750,8.229511118964457,0,0
0.3333333333333333,0,16,0,29,0,0,48,0,7,13.71957878501095,4731.90625,8.46208341298317,0,0
2.9166666666666665,0,17,1,58,0,0,24,7,35,14.22097566607244,15625,9.656627474604603,0,0
1,0,15,1,20,0,0,14,4,-1,12.89921982609012,7142.857142857143,8.87386813535497,0,0
16,0,11,0,61,0,0,55,0,44,14.914122846632385,13636.363636363636,9.520495300280022,0,0
1,0,16,0,40,0,0,48,0,18,14.73180128983843,13020.833333333334,9.474305917810648,0,0
0.5,0,16,1,35,0,0,48,0,13,14.28551418721001,8333.333333333334,9.028018815182229,0,0
9,0,11,0,34,0,0,48,8,17,13.997832114758229,6250,8.740336742730447,0,0
10,0,3,1,59,0,0,48,6,50,12.89921982609012,2083.3333333333335,7.641724454062338,0,0
5,0,11,1,31,0,0,25,14,14,13.815510557964274,10000,9.210340371976184,0,0
5,0,11,0,31,0,0,15,10,14,13.710150042306449,15000,9.615805480084347,0,0
35,0,7,1,51,0,0,30,12,38,12.611537753638338,2500,7.824046010856292,0,0
0.25,0,11,0,27,0,0,40,0,10,13.764217263576723,5937.5,8.689043448342897,0,0
0.5,0,13,1,25,0,0,48,0,6,13.71957878501095,4731.90625,8.46208341298317,0,0
30,0,16,0,65,0,0,48,0,43,16.523560759066484,78125,11.266065387038703,0,0
0.25,0,16,0,26,0,0,60,3,4,14.508657738524219,8333.333333333334,9.028018815182229,0,0
2,0,11,0,31,0,0,50,3,14,13.71957878501095,4542.63,8.421261418462914,0,0
1.9166666666666667,0,16,1,32,0,0,40,25,10,13.815510557964274,6250,8.740336742730447,0,0
14,0,11,0,35,0,0,48,3,18,13.71957878501095,4731.90625,8.46208341298317,0,0
3,0,11,0,26,0,0,48,0,9,13.71957878501095,4731.90625,8.46208341298317,0,0
16,0,5,1,52,0,0,36,40,41,11.512925464970229,694.4444444444445,6.543112165394228,0,0
0.16666666666666666,0,11,0,26,0,0,48,0,9,13.71957878501095,4731.90625,8.46208341298317,0,0
1,0,13,1,27,0,0,48,21,8,13.592367006650065,4166.666666666667,8.334871634622283,0,0
0.4166666666666667,0,11,0,27,0,0,48,0,10,13.71957878501095,4731.90625,8.46208341298317,0,0
4,1,0,0,21,0,0,40,0,15,12.611537753638338,1875,7.536363938404511,0,0
3,0,14,0,48,0,0,48,10,28,13.71957878501095,4731.90625,8.46208341298317,0,0
33.5,0,11,0,44,0,0,48,0,27,13.71957878501095,4731.90625,8.46208341298317,0,0
8,0,14,1,31,0,0,48,25,11,14.058456736574664,6640.625,8.800961364546882,0,0
8,0,11,0,29,0,0,48,6,12,13.82400041690675,5252.739583333333,8.56650504487897,0,0
6,0,16,1,29,0,0,48,21,7,13.304684934198283,3125,8.047189562170502,0,0
20,0,8,1,49,0,0,48,5,35,15.068273526459642,18229.166666666668,9.81077815443186,0,0
5,0,16,1,26,0,0,48,0,4,13.815510557964274,5208.333333333333,8.558015185936492,0,0
1,0,11,0,39,0,0,30,0,22,13.458835614025542,5833.333333333333,8.671343871243495,0,0
3,0,11,0,26,0,0,48,20,9,13.71957878501095,4731.90625,8.46208341298317,0,0
2,0,11,0,31,0,0,48,0,14,13.71957878501095,4731.90625,8.46208341298317,0,0
7,0,10,1,18,0,0,24,14,2,12.89921982609012,4166.666666666667,8.334871634622283,0,0
0.25,0,13,0,33,0,0,48,0,14,13.71957878501095,4731.90625,8.46208341298317,0,0
5,0,11,1,36,0,0,48,35,19,13.71957878501095,4731.90625,8.46208341298317,0,0
9,0,11,0,30,0,0,72,0,13,14.508657738524219,6944.444444444444,8.845697258388274,0,0
0.3333333333333333,0,11,1,30,0,0,48,25,13,13.71957878501095,4731.90625,8.46208341298317,0,0
4.166666666666667,0,11,0,64,0,0,40,10,47,13.71957878501095,5678.2875,8.644404969777122,0,0
0.5,0,16,0,37,0,0,48,20,15,14.845129975145433,14583.333333333334,9.587634603117651,0,0
5,0,13,1,26,0,0,48,35,7,13.71957878501095,4731.90625,8.46208341298317,0,0
17,0,11,0,41,0,0,48,0,24,14.914122846632385,15625,9.656627474604603,0,0
20,0,11,0,44,0,0,48,3,27,13.815510557964274,5208.333333333333,8.558015185936492,0,0
4,0,14,1,44,0,0,48,10,24,13.71957878501095,4731.90625,8.46208341298317,0,0
0.3333333333333333,0,13,1,51,0,0,40,0,32,13.458835614025542,4375,8.383661798791715,0,0
6,0,13,0,32,0,0,48,0,13,13.997832114758229,6250,8.740336742730447,0,0
18,0,11,0,60,0,0,48,0,43,13.71957878501095,4731.90625,8.46208341298317,0,0
13,0,11,0,46,0,0,48,0,29,13.997832114758229,6250,8.740336742730447,0,0
1.0833333333333333,0,14,0,24,0,0,48,0,4,13.71957878501095,4731.90625,8.46208341298317,0,0
1.0833333333333333,0,14,0,21,0,0,50,0,1,13.997832114758229,6000,8.699514748210191,0,0
18,0,11,1,61,0,0,48,0,44,13.71957878501095,4731.90625,8.46208341298317,0,0
0.3333333333333333,0,7,0,30,0,0,70,0,17,13.815510557964274,3571.4285714285716,8.180720954795024,0,0
7,0,13,1,28,0,0,48,0,9,13.997832114758229,6250,8.740336742730447,0,0
0.5833333333333334,0,11,0,48,0,0,48,0,31,13.71957878501095,4731.90625,8.46208341298317,0,0
1,0,5,0,56,0,0,48,5,45,13.592367006650065,4166.666666666667,8.334871634622283,0,0
2,0,16,0,24,0,0,48,0,2,13.815510557964274,5208.333333333333,8.558015185936492,0,0
5,0,5,0,65,0,0,60,5,54,13.71957878501095,3785.525,8.238939861668959,0,0
0,0,11,0,25,0,0,65,0,8,13.997832114758229,4615.384615384615,8.437150483742702,0,0
0.08333333333333333,0,11,1,33,0,0,65,10,16,13.997832114758229,4615.384615384615,8.437150483742702,0,0
20,0,11,0,40,0,0,72,5,23,14.557447902693651,7291.666666666667,8.894487422557706,0,0
0.25,0,14,1,27,0,0,48,30,7,13.71957878501095,4731.90625,8.46208341298317,0,0
0.16666666666666666,0,14,0,38,0,0,48,40,18,13.864300722133706,5468.75,8.606805350105924,0,0
15,0,11,1,34,0,0,50,20,17,14.28551418721001,8000,8.987196820661973,0,0
8,0,11,0,30,0,0,48,0,13,13.71957878501095,4731.90625,8.46208341298317,0,0
3,0,13,1,38,0,0,50,30,19,13.997832114758229,6000,8.699514748210191,0,0
2,0,11,0,40,0,0,40,0,23,13.997832114758229,7500,8.922658299524402,0,0
0.16666666666666666,0,11,0,23,0,0,36,0,6,13.71957878501095,6309.208333333333,8.74976548543495,0,0
3,0,16,0,28,0,0,48,3,6,13.71957878501095,4731.90625,8.46208341298317,0,0
0.16666666666666666,0,5,0,57,0,0,48,8,46,14.73180128983843,13020.833333333334,9.474305917810648,0,0
23,0,13,1,56,0,0,48,5,37,14.403297222866392,9375,9.14580185083861,0,0
0.3333333333333333,0,14,0,61,0,0,70,10,41,14.73180128983843,8928.57142857143,9.09701168666918,0,0
0.08333333333333333,0,16,1,37,0,0,48,5,15,13.71957878501095,4731.90625,8.46208341298317,0,0
1.5,0,13,1,34,0,0,48,6,15,13.71957878501095,4731.90625,8.46208341298317,0,0
4,0,11,0,51,0,0,48,0,34,13.71957878501095,4731.90625,8.46208341298317,0,0
6,0,14,0,28,0,0,48,4,8,13.71957878501095,4731.90625,8.46208341298317,0,0
2,0,17,1,31,0,0,48,7,8,14.690979295318174,12500,9.433483923290392,0,0
1.5,0,16,1,29,0,0,48,0,7,13.71957878501095,4731.90625,8.46208341298317,0,0
6,0,11,1,26,0,0,48,0,9,13.71957878501095,4731.90625,8.46208341298317,0,0
8,0,13,1,47,0,0,48,20,28,13.901688254205327,5677.083333333333,8.644192882177546,0,0
1,0,16,1,25,0,0,17,60,3,12.611537753638338,4411.764705882353,8.392030048462232,0,0
2.5,0,11,0,34,0,0,48,0,17,14.508657738524219,10416.666666666666,9.251162366496438,0,0
0.16666666666666666,0,11,1,20,0,0,5,7,3,13.527828485512494,37500,10.532096211958502,0,0
6,0,14,1,32,0,0,48,10,12,14.508657738524219,10416.666666666666,9.251162366496438,0,0
5,0,11,0,28,0,0,48,10,11,13.997832114758229,6250,8.740336742730447,0,0
16,0,17,0,50,1,0,48,0,27,15.424948470398375,26041.666666666668,10.167453098370594,0,0
0.25,0,16,1,55,0,0,48,30,33,13.997832114758229,6250,8.740336742730447,0,0
0.08333333333333333,0,7,1,25,0,0,40,4,12,13.592367006650065,5000,8.517193191416238,0,0
1.8333333333333333,0,14,0,56,0,0,48,3,36,14.057672115114245,6635.416666666667,8.800176743086464,0,0
1,0,14,0,29,0,0,40,5,9,13.815510557964274,6250,8.740336742730447,0,0
0.5,0,13,1,56,0,0,60,6,37,14.077874822431765,5416.666666666667,8.597235899089775,0,0
2,0,15,0,24,0,0,40,0,3,13.710150042306449,5625,8.63497622707262,0,0
5,0,11,1,26,0,0,48,7,9,13.71957878501095,4731.90625,8.46208341298317,0,0
5,0,11,0,27,0,0,36,20,10,14.077874822431765,9027.777777777777,9.108061522855765,0,0
38,0,9,1,70,0,0,30,15,55,14.22097566607244,12500,9.433483923290392,0,0
0.16666666666666666,0,11,0,27,0,0,48,0,10,13.71957878501095,4731.90625,8.46208341298317,0,0
1,0,14,1,30,0,0,50,20,10,13.815510557964274,5000,8.517193191416238,0,0
0.5,0,8,0,61,0,0,48,0,47,13.592367006650065,4166.666666666667,8.334871634622283,0,0
0.08333333333333333,0,9,0,37,0,0,48,5,22,13.71957878501095,4731.90625,8.46208341298317,0,0
0.75,0,11,1,35,0,0,48,15,18,13.71957878501095,4731.90625,8.46208341298317,0,0
1.1666666666666667,0,11,0,33,0,0,48,5,16,13.71957878501095,4731.90625,8.46208341298317,0,0
1,0,5,1,31,0,0,30,7,20,12.89921982609012,3333.3333333333335,8.111728083308073,0,0
3,0,13,0,22,0,0,48,0,3,13.71957878501095,4731.90625,8.46208341298317,0,0
4,0,10,1,42,0,0,48,20,26,13.71957878501095,4731.90625,8.46208341298317,0,0
7,0,11,0,58,0,0,40,4,41,13.764217263576723,5937.5,8.689043448342897,0,0
0.5833333333333334,0,11,0,26,0,0,48,5,9,13.71957878501095,4731.90625,8.46208341298317,0,0
10,0,13,1,43,0,0,48,23,24,13.9108207377686,5729.166666666667,8.653325365740818,0,0
5,0,5,0,42,0,0,48,0,31,13.71957878501095,4731.90625,8.46208341298317,0,0
24,0,11,0,60,0,0,48,0,43,13.71957878501095,4731.90625,8.46208341298317,0,0
0.25,0,11,0,25,0,0,48,3,8,13.71957878501095,4731.90625,8.46208341298317,0,0
15,0,5,0,67,0,0,48,3,56,13.71957878501095,4731.90625,8.46208341298317,0,0
0.08333333333333333,0,11,1,18,0,0,48,23,1,13.9108207377686,5729.166666666667,8.653325365740818,0,0
5,0,11,1,32,0,0,30,7,15,12.206072645530174,1666.6666666666667,7.418580902748128,0,0
6,0,14,0,27,0,0,48,0,7,13.71957878501095,4731.90625,8.46208341298317,0,0
6,0,13,0,26,0,0,48,0,7,13.71957878501095,4731.90625,8.46208341298317,0,0
0.5,0,11,1,21,0,0,48,7,4,13.71957878501095,4731.90625,8.46208341298317,0,0
5,0,11,0,28,0,0,48,0,11,13.592367006650065,4166.666666666667,8.334871634622283,0,0
20,0,11,0,46,0,0,50,10,29,15.89495209964411,40000,10.596634733096073,0,0
10,0,9,1,56,0,0,30,15,41,12.611537753638338,2500,7.824046010856292,0,0
0.3333333333333333,0,11,0,39,0,0,48,5,22,13.71957878501095,4731.90625,8.46208341298317,0,0
4,0,11,0,48,0,0,50,0,31,14.914122846632385,15000,9.615805480084347,0,0
4,0,11,1,47,0,0,48,21,30,14.22097566607244,7812.5,8.963480294044658,0,0
4,0,11,0,23,0,0,48,0,6,13.592367006650065,4166.666666666667,8.334871634622283,0,0
4,0,11,0,22,0,0,48,0,5,13.592367006650065,4166.666666666667,8.334871634622283,0,0
0.25,0,11,0,20,0,0,48,3,3,13.71957878501095,4731.90625,8.46208341298317,0,0
18.333333333333332,0,1,0,65,0,0,48,0,58,13.710150042306449,4687.5,8.452654670278667,0,0
5.166666666666667,0,11,0,27,0,0,48,0,10,13.710150042306449,4687.5,8.452654670278667,0,0
1,0,13,0,35,0,0,48,0,16,13.71957878501095,4731.90625,8.46208341298317,0,0
2,0,8,1,55,0,0,40,40,41,12.611537753638338,1875,7.536363938404511,0,0
1.1666666666666667,0,16,1,40,0,0,48,20,18,15.03928598958639,17708.333333333332,9.781790617558608,0,0
0.25,0,11,0,51,0,0,48,0,34,13.592367006650065,4166.666666666667,8.334871634622283,0,0
1,0,11,1,46,0,0,9,20,29,12.206072645530174,5555.555555555556,8.622553707074063,0,0
0.08333333333333333,0,11,0,23,0,0,36,0,6,13.71957878501095,6309.208333333333,8.74976548543495,0,0
12,0,17,0,52,0,0,48,10,29,14.508657738524219,10416.666666666666,9.251162366496438,0,0
4.833333333333333,0,16,1,37,0,0,60,20,15,13.997832114758229,5000,8.517193191416238,0,0
0.25,0,11,0,42,0,0,48,5,25,13.710150042306449,4687.5,8.452654670278667,0,0
15,0,11,0,31,0,0,40,3,14,13.710150042306449,5625,8.63497622707262,0,0
0.5,0,13,1,29,0,0,48,15,10,13.71957878501095,4731.90625,8.46208341298317,0,0
31,0,16,1,57,0,0,48,0,35,14.403297222866392,9375,9.14580185083861,0,0
40,0,13,0,63,0,0,48,0,44,13.122363377404328,2604.1666666666665,7.864868005376548,0,0
0.5833333333333334,0,17,0,34,0,0,48,5,11,13.997832114758229,6250,8.740336742730447,0,0
1.6666666666666667,0,13,1,35,0,0,40,40,16,13.71957878501095,5678.2875,8.644404969777122,0,0
5,0,11,0,44,0,0,50,3,27,13.71957878501095,4542.63,8.421261418462914,0,0
8,0,13,1,44,0,0,48,10,25,14.508657738524219,10416.666666666666,9.251162366496438,0,0
26,0,13,0,56,0,0,48,0,37,14.403297222866392,9375,9.14580185083861,0,0
2,0,16,0,49,0,0,48,7,27,14.914122846632385,15625,9.656627474604603,0,0
3,0,16,1,48,0,0,60,2,26,14.22097566607244,6250,8.740336742730447,0,0
16,0,16,0,38,0,0,40,25,16,15.201804919084164,25000,10.126631103850338,0,0
10.333333333333334,0,16,1,41,0,0,48,35,19,14.73180128983843,13020.833333333334,9.474305917810648,0,0
30,0,11,1,61,0,0,48,5,44,13.71957878501095,4731.90625,8.46208341298317,0,0
3,0,16,0,39,0,0,48,0,17,16.283610089435893,61458.333333333336,11.026114717408111,0,0
3,0,16,1,37,0,0,48,0,15,15.739759210238407,35677.083333333336,10.482263838210626,0,0
11,0,16,1,34,0,0,48,5,12,14.73180128983843,13020.833333333334,9.474305917810648,0,0
5,0,17,0,34,0,0,48,2,11,15.226497531674536,21354.166666666668,9.969002159646754,0,0
0.4166666666666667,0,8,0,45,0,0,48,0,31,14.22097566607244,7812.5,8.963480294044658,0,0
0.5,0,5,1,40,0,0,36,30,29,13.458835614025542,4861.111111111111,8.48902231444954,0,0
0.25,0,11,0,22,0,0,48,3,5,13.71957878501095,4731.90625,8.46208341298317,0,0
2,0,18,0,43,0,0,48,0,19,15.60727002719233,31250,10.349774655164548,0,0
10,0,13,0,60,0,0,48,0,41,14.508657738524219,10416.666666666666,9.251162366496438,0,0
2,0,18,1,32,0,0,48,0,8,14.914122846632385,15625,9.656627474604603,0,0
8,0,14,0,37,0,0,50,10,17,14.914122846632385,15000,9.615805480084347,0,0
1.25,0,11,0,28,0,0,36,0,11,13.445895102749807,4798.611111111111,8.476081803173807,0,0
0.3333333333333333,0,13,0,34,0,0,48,10,15,13.71957878501095,4731.90625,8.46208341298317,0,0
9.25,0,11,1,49,0,0,48,20,32,13.71957878501095,4731.90625,8.46208341298317,0,0
0.16666666666666666,0,6,0,46,0,0,48,0,34,13.71957878501095,4731.90625,8.46208341298317,0,0
0.8333333333333334,0,14,1,20,0,0,48,10,0,13.71957878501095,4731.90625,8.46208341298317,0,0
1,0,11,1,26,0,0,40,30,9,13.592367006650065,5000,8.517193191416238,0,0
2,0,3,1,69,0,0,48,7,60,13.017002861746503,2343.75,7.759507489718721,0,0
24,0,8,1,48,0,0,40,7,34,12.611537753638338,1875,7.536363938404511,0,0
1,0,9,1,62,0,0,50,60,47,12.611537753638338,1500,7.313220387090301,0,0
4,0,11,0,36,0,0,48,0,19,13.71957878501095,4731.90625,8.46208341298317,0,0
1,0,16,1,31,0,0,48,0,9,13.997832114758229,6250,8.740336742730447,0,0
10,0,11,0,48,0,0,48,0,31,13.71957878501095,4731.90625,8.46208341298317,0,0
10,0,3,1,57,0,0,30,24,48,11.512925464970229,833.3333333333334,6.725433722188183,0,0
0.08333333333333333,0,2,0,60,0,0,16,0,52,12.206072645530174,3125,8.047189562170502,0,0
0.4166666666666667,0,9,0,48,0,0,48,0,33,13.71957878501095,4731.90625,8.46208341298317,0,0
1,0,11,0,26,0,0,48,0,9,13.71957878501095,4731.90625,8.46208341298317,0,0
0.08333333333333333,0,11,1,24,0,0,48,10,7,13.71957878501095,4731.90625,8.46208341298317,0,0
1,0,11,0,28,0,0,48,0,11,13.71957878501095,4731.90625,8.46208341298317,0,0
29,0,11,1,55,0,0,48,20,38,13.71957878501095,4731.90625,8.46208341298317,0,0
4,0,11,0,34,0,0,48,5,17,13.71957878501095,4731.90625,8.46208341298317,0,0
33,0,9,1,60,0,0,48,10,45,13.71957878501095,4731.90625,8.46208341298317,0,0
40,0,9,0,67,0,0,40,5,52,13.122363377404328,3125,8.047189562170502,0,0
12,0,14,1,47,0,0,48,5,27,13.71957878501095,4731.90625,8.46208341298317,0,0
3,0,11,1,50,0,0,48,7,33,13.71957878501095,4731.90625,8.46208341298317,0,0
16,0,11,0,49,0,0,48,0,32,13.71957878501095,4731.90625,8.46208341298317,0,0
0.16666666666666666,0,11,0,22,0,0,48,0,5,13.71957878501095,4731.90625,8.46208341298317,0,0
1.5,0,14,0,21,0,0,48,5,1,13.997832114758229,6250,8.740336742730447,0,0
10,0,8,0,46,0,0,48,0,32,13.815510557964274,5208.333333333333,8.558015185936492,0,0
2.8333333333333335,0,14,1,28,0,0,50,2,8,13.71957878501095,4542.63,8.421261418462914,0,0
0.5,0,14,1,31,0,0,50,3,11,13.71957878501095,4542.63,8.421261418462914,0,0
3,0,11,1,60,0,0,48,25,43,13.71957878501095,4731.90625,8.46208341298317,0,0
0,0,14,0,24,0,0,48,7,4,13.71957878501095,4731.90625,8.46208341298317,0,0
3.3333333333333335,0,14,0,44,0,0,48,0,24,14.73180128983843,13020.833333333334,9.474305917810648,0,0
3.3333333333333335,0,14,1,40,0,0,48,10,20,14.73180128983843,13020.833333333334,9.474305917810648,0,0
2.5,0,11,0,52,0,0,48,2,35,13.71957878501095,4731.90625,8.46208341298317,0,0
8,0,11,0,51,0,0,40,0,34,12.89921982609012,2500,7.824046010856292,0,0
20,0,11,1,54,0,0,48,5,37,13.71957878501095,4731.90625,8.46208341298317,0,0
1,0,11,1,51,0,0,48,7,34,13.71957878501095,4731.90625,8.46208341298317,0,0
9,0,10,0,45,0,0,48,4,29,13.71957878501095,4731.90625,8.46208341298317,0,0
4,0,5,0,50,0,0,48,5,39,13.997832114758229,6250,8.740336742730447,0,0
3,0,11,1,44,0,0,48,20,27,13.71957878501095,4731.90625,8.46208341298317,0,0
12,0,11,0,61,0,0,48,4,44,13.71957878501095,4731.90625,8.46208341298317,0,0
9,0,11,0,58,0,0,30,10,41,14.346138809026444,14166.666666666666,9.558647066244399,0,0
1,0,11,0,38,0,0,48,0,21,13.71957878501095,4731.90625,8.46208341298317,0,0
1,0,11,1,36,0,0,24,10,19,12.611537753638338,3125,8.047189562170502,0,0
18,0,11,1,47,0,0,24,16,30,12.611537753638338,3125,8.047189562170502,0,0
26,0,16,0,51,0,0,30,0,29,13.815510557964274,8333.333333333334,9.028018815182229,0,0
0.08333333333333333,0,11,1,37,0,0,48,20,20,13.71957878501095,4731.90625,8.46208341298317,0,0
0.75,0,13,1,36,0,0,40,16,17,14.151982794585487,8750,9.07680897935166,0,0
3.4166666666666665,0,14,1,30,0,0,48,10,10,13.71957878501095,4731.90625,8.46208341298317,0,0
3,0,11,1,38,0,0,50,15,21,12.611537753638338,1500,7.313220387090301,0,0
8,0,14,0,47,0,0,60,0,27,13.710150042306449,3750,8.229511118964457,0,0
6,0,11,1,41,0,0,30,10,24,13.122363377404328,4166.666666666667,8.334871634622283,0,0
9.333333333333334,0,14,1,47,0,0,50,10,27,13.997832114758229,6000,8.699514748210191,0,0
4,0,14,0,38,0,0,40,10,18,14.73180128983843,15625,9.656627474604603,0,0
3,0,11,1,49,0,0,48,15,32,13.71957878501095,4731.90625,8.46208341298317,0,0
0.08333333333333333,0,16,1,31,0,0,48,7,9,13.71957878501095,4731.90625,8.46208341298317,0,0
3,0,11,0,31,0,0,48,10,14,13.71957878501095,4731.90625,8.46208341298317,0,0
3,0,13,0,24,0,0,48,0,5,13.71957878501095,4731.90625,8.46208341298317,0,0
0.08333333333333333,0,11,0,25,0,0,50,5,8,13.641157170819497,4200,8.34283980427146,0,0
0.08333333333333333,0,10,1,42,0,0,16,50,26,13.38472764187182,10156.25,9.225844558512147,0,0
0.25,0,11,1,33,0,0,24,20,16,13.122363377404328,5208.333333333333,8.558015185936492,0,0
0.08333333333333333,0,13,1,29,0,0,48,10,10,13.815510557964274,5208.333333333333,8.558015185936492,0,0
5,0,14,0,34,0,0,48,7,14,13.71957878501095,4731.90625,8.46208341298317,0,0
4.333333333333333,0,16,1,45,0,0,40,20,23,14.22097566607244,9375,9.14580185083861,0,0
1.5,0,11,1,32,0,0,48,20,15,13.71957878501095,4731.90625,8.46208341298317,0,0
0.8333333333333334,0,11,0,37,0,0,48,10,20,13.71957878501095,4731.90625,8.46208341298317,0,0
1,0,6,1,52,0,0,42,20,40,13.71957878501095,5407.892857142857,8.59561480560769,0,0
3,0,16,1,29,0,0,48,35,7,15.363073066680286,24479.166666666668,10.105577694652505,0,0
11,0,13,0,32,0,0,70,17,13,14.508657738524219,7142.857142857143,8.87386813535497,0,0
5,0,11,0,34,0,0,48,10,17,13.71957878501095,4731.90625,8.46208341298317,0,0
0.6666666666666666,0,11,1,32,0,0,48,6,15,13.122363377404328,2604.1666666666665,7.864868005376548,0,0
25,0,9,0,46,0,0,60,0,31,13.997832114758229,5000,8.517193191416238,0,0
0.16666666666666666,0,13,1,34,0,0,48,10,15,13.71957878501095,4731.90625,8.46208341298317,0,0
7,0,11,0,57,0,0,48,4,40,14.73180128983843,13020.833333333334,9.474305917810648,0,0
1,0,13,1,40,0,0,24,30,21,13.122363377404328,5208.333333333333,8.558015185936492,0,0
1,0,13,1,19,0,0,48,0,0,13.71957878501095,4731.90625,8.46208341298317,0,0
3,0,16,1,27,0,0,48,7,5,13.997832114758229,6250,8.740336742730447,0,0
10,0,11,1,52,0,0,40,30,35,12.611537753638338,1875,7.536363938404511,0,0
0.4166666666666667,0,14,0,25,0,0,48,1,5,13.71957878501095,4731.90625,8.46208341298317,0,0
0.25,0,11,0,19,0,0,48,1,2,13.71957878501095,4731.90625,8.46208341298317,0,0
0.08333333333333333,0,11,0,32,0,0,48,0,15,13.71957878501095,4731.90625,8.46208341298317,0,0
11,0,14,0,41,0,0,48,14,21,13.71957878501095,4731.90625,8.46208341298317,0,0
7,0,14,0,41,0,0,48,0,21,13.71957878501095,4731.90625,8.46208341298317,0,0
6,0,13,1,36,0,0,48,20,17,14.151982794585487,7291.666666666667,8.894487422557706,0,0
3,0,16,1,33,0,0,30,12,11,13.815510557964274,8333.333333333334,9.028018815182229,0,0
5.333333333333333,0,11,1,29,0,0,48,20,12,13.71957878501095,4731.90625,8.46208341298317,0,0
8,0,16,0,33,0,0,48,0,11,14.603967918328545,11458.333333333334,9.346472546300763,0,0
12,0,11,0,30,0,0,72,0,13,14.690979295318174,8333.333333333334,9.028018815182229,0,0
35,0,5,0,72,0,0,40,0,61,12.89921982609012,2500,7.824046010856292,0,0
0.3333333333333333,0,14,0,56,0,0,48,0,36,13.71957878501095,4731.90625,8.46208341298317,0,0
40,0,5,0,73,0,0,40,0,62,13.304684934198283,3750,8.229511118964457,0,0
10,0,16,0,40,0,0,48,3,18,14.22097566607244,7812.5,8.963480294044658,0,0
0.08333333333333333,0,11,0,39,0,0,48,3,22,13.71957878501095,4731.90625,8.46208341298317,0,0
0.16666666666666666,0,11,0,26,0,0,50,5,9,13.592367006650065,4000,8.294049640102028,0,0
3,0,11,0,25,0,0,48,0,8,13.71957878501095,4731.90625,8.46208341298317,0,0
35,0,16,0,54,0,0,40,40,32,13.592367006650065,5000,8.517193191416238,0,0
10,0,5,1,62,0,0,48,0,51,15.687312734865866,33854.166666666664,10.429817362838083,0,0
5,0,11,0,29,0,0,40,7,12,13.304684934198283,3750,8.229511118964457,0,0
1,0,5,0,59,0,0,70,0,48,13.304684934198283,2142.8571428571427,7.669895331029034,0,0
20,1,0,0,77,0,0,12,6,71,10.126631103850338,520.8333333333334,6.255430092942447,0,0
8,0,11,1,51,0,0,40,25,34,12.611537753638338,1875,7.536363938404511,0,0
5,0,11,0,40,0,0,50,6,23,13.652991628466498,4250,8.354674261918463,0,0
10,0,11,1,42,0,0,18,28,25,13.122363377404328,6944.444444444444,8.845697258388274,0,0
1,0,11,1,22,0,0,25,12,5,11.982929094215963,1600,7.3777589082278725,0,0
25,0,18,0,46,1,0,30,10,22,15.009433026436708,27500,10.221941283654663,0,0
18,0,18,1,41,1,0,30,20,17,14.73180128983843,20833.333333333332,9.944309547056383,0,0
24.25,0,19,0,60,0,0,30,15,35,14.73180128983843,20833.333333333332,9.944309547056383,0,0
2.25,0,9,0,46,0,0,45,14,31,13.997832114758229,6666.666666666667,8.804875263868018,0,0
6,0,13,0,34,0,0,48,5,15,13.71957878501095,4731.90625,8.46208341298317,0,0
0.08333333333333333,0,11,0,39,0,0,45,23,22,13.710150042306449,5000,8.517193191416238,0,0
