"","ID","POBREZA","ANALFABETISMO","ETNIA","EDUCACION","GENERO","QUEHACERES_TIEMPO","AUTOCONSTRUCCION_TIEMPO","ROPA_TIEMPO","ANCIANOS_TIEMPO","NINYOS_TIEMPO","QUEHACERES_FUERA_TIEMPO","ANIMALES_TIEMPO","INGRESOS","EXTRAS_TIEMPO","SINDICADO","CAMBIO_TRABAJO","HORAS_SEG_TRABAJO","SEGUNDO_TRABAJO","HORAS_PRIM_TRABAJO","CONTRATO","TERMINO_CONTRATO","MODALIDAD_CONTRATO","TIEMPO_EMPRESA","HORAS_REMUNERADAS","HORAS_NO_REMUNERADAS"
"1",1,1,1,6,11,1,2,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,2,2,3,48,2
"2",2,2,1,6,11,1,2,0,0,0,0,0,0,1e+06,0,2,2,0,2,48,1,1,2,24,48,2
"3",3,2,1,6,11,2,21,0,0,0,0,0,0,908526,0,2,2,0,2,54,1,1,2,10,54,21
"4",4,NA,1,5,11,1,8,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,3,48,8
"5",5,2,1,6,11,1,0,0,0,0,0,0,0,1100000,0,2,1,0,2,48,1,1,2,72,48,0
"6",6,NA,1,6,11,2,20,0,0,0,0,0,0,50000,0,2,2,0,2,20,2,NA,NA,60,20,20
"7",7,1,1,6,16,2,18,0,0,0,0,0,0,1200000,0,2,2,0,2,50,1,1,2,1,50,18
"8",8,2,1,6,11,1,10,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,82,48,10
"9",9,NA,1,6,13,1,2,0,0,0,0,0,0,2100000,0,2,2,0,2,60,1,1,2,82,60,2
"10",10,NA,1,6,13,2,20,0,0,0,0,0,0,908526,0,2,1,0,2,48,1,1,2,2,48,20
"11",11,NA,1,6,15,1,7,0,0,0,0,0,0,1200000,0,2,2,0,2,50,2,NA,NA,36,50,7
"12",12,2,1,6,11,1,7,0,0,0,2,0,0,1100000,0,2,2,0,2,48,1,2,2,84,48,9
"13",13,NA,1,6,16,2,21,0,0,0,0,0,0,1400000,0,2,1,0,2,54,1,2,2,24,54,21
"14",14,2,1,6,9,2,28,0,0,0,35,0,0,6e+05,0,2,1,0,2,30,1,NA,1,3,30,63
"15",15,1,2,6,0,2,10,0,0,0,0,0,0,4e+05,0,2,2,0,2,40,2,NA,NA,120,40,10
"16",16,2,1,6,11,1,21,0,0,0,0,0,0,3e+05,0,2,1,0,2,40,2,NA,NA,12,40,21
"17",17,NA,1,6,11,2,7,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,2,2,192,48,7
"18",18,1,1,6,2,1,0,0,0,0,0,0,0,1410000,0,2,2,0,2,48,1,NA,1,3,48,0
"19",19,2,1,6,5,2,14,0,0,0,0,0,0,908000,0,2,2,0,2,48,1,1,2,1,48,14
"20",20,NA,1,6,11,2,14,0,0,0,0,0,0,908000,0,2,2,0,2,48,1,2,2,1,48,14
"21",21,2,1,6,13,1,14,0,0,0,0,0,0,1e+06,0,2,2,0,2,48,2,NA,NA,12,48,14
"22",22,NA,1,6,9,1,0,0,0,0,0,0,0,7e+05,0,2,2,0,2,30,1,NA,1,12,30,0
"23",23,NA,1,6,13,2,0,0,0,0,0,0,0,1200000,0,2,2,0,2,48,1,1,2,36,48,0
"24",24,NA,1,6,14,2,2,0,0,0,0,0,0,2e+06,0,2,2,0,2,48,1,1,2,36,48,2
"25",25,NA,1,6,13,1,2,0,0,0,10,0,0,908526,0,2,2,0,2,40,1,1,2,60,40,12
"26",26,NA,1,6,11,1,0,0,0,0,0,0,0,908526,0,2,1,0,2,48,1,2,2,8,48,0
"27",27,2,1,6,5,1,0,0,0,0,5,0,0,908526,0,2,2,0,2,48,1,NA,1,2,48,5
"28",28,2,1,6,13,1,10,0,0,0,0,0,0,1e+06,0,2,2,0,2,60,1,1,2,128,60,10
"29",29,NA,1,6,16,2,20,0,0,0,0,0,0,3200000,0,2,2,0,2,60,1,1,2,96,60,20
"30",30,1,1,6,11,2,12,0,0,0,0,0,0,6e+05,0,2,2,0,2,60,2,NA,NA,12,60,12
"31",31,2,1,6,7,1,4,0,0,0,0,0,0,3500000,0,2,2,0,2,50,2,NA,NA,18,50,4
"32",32,NA,1,6,11,2,20,0,0,0,0,0,0,908526,0,2,2,0,2,40,1,NA,1,18,40,20
"33",33,2,1,6,16,2,21,0,0,0,28,0,0,1900000,0,2,1,0,2,20,2,NA,NA,120,20,49
"34",34,NA,1,6,18,1,7,0,0,0,0,0,0,2200000,0,2,2,0,2,50,1,1,2,168,50,7
"35",35,1,1,6,9,1,1,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,18,48,1
"36",36,NA,1,6,9,2,18,0,0,0,0,0,0,0,0,2,1,0,2,8,2,NA,NA,0,8,18
"37",37,NA,1,6,11,1,0,0,0,0,0,0,0,908526,0,2,1,0,2,50,1,NA,1,2,50,0
"38",38,2,1,6,10,2,10,0,0,0,0,0,0,1400000,0,2,2,0,2,48,1,NA,1,36,48,10
"39",39,NA,1,6,11,1,0,0,0,0,0,0,0,908526,0,2,1,0,2,48,1,2,2,2,48,0
"40",40,2,1,6,12,2,20,0,0,0,0,0,0,870000,0,2,2,0,2,50,1,NA,1,12,50,20
"41",41,1,1,6,11,1,15,0,0,0,0,0,0,1400000,0,2,1,0,2,30,2,NA,NA,20,30,15
"42",42,NA,1,6,5,2,24,0,0,0,0,0,0,1068526,0,2,2,0,2,48,1,1,2,36,48,24
"43",43,NA,1,6,11,1,0,0,0,0,0,0,0,908526,0,2,2,0,2,60,1,1,2,6,60,0
"44",44,NA,1,6,11,2,14,0,0,0,0,0,0,908526,0,2,2,0,2,54,1,1,2,60,54,14
"45",45,2,1,6,11,1,0,0,0,0,0,0,0,550000,0,2,2,0,2,60,2,NA,NA,1,60,0
"46",46,2,1,6,9,1,10,0,0,0,10,0,0,8e+05,0,2,1,0,2,40,1,NA,1,18,40,20
"47",47,2,1,6,14,2,20,0,0,0,0,0,0,1e+06,0,2,1,0,2,48,1,1,2,42,48,20
"48",48,NA,1,6,13,2,20,0,0,0,35,0,0,1800000,0,2,2,0,2,48,1,1,2,96,48,55
"49",49,NA,1,6,14,1,0,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,2,2,0,48,0
"50",50,1,1,6,1,1,0,0,0,0,0,0,0,1e+06,0,2,2,0,2,72,2,NA,NA,120,72,0
"51",51,2,1,6,14,1,0,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,2,2,12,48,0
"52",52,2,1,6,12,1,20,0,0,0,0,0,0,1e+06,0,2,1,0,2,50,2,NA,NA,1,50,20
"53",53,2,1,6,16,1,7,5,0,0,0,0,0,3e+06,0,2,2,0,2,48,1,1,2,300,48,12
"54",54,NA,1,6,13,2,35,0,0,0,0,0,0,250000,0,2,2,0,2,10,2,NA,NA,120,10,35
"55",55,NA,1,6,16,1,7,0,0,0,0,0,0,4e+05,0,2,1,0,2,10,2,NA,NA,5,10,7
"56",56,2,1,6,14,2,14,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,2,48,14
"57",57,NA,1,6,11,2,14,0,0,0,0,0,0,1e+06,0,2,1,0,2,48,1,1,2,14,48,14
"58",58,1,1,6,13,2,18,0,0,0,0,0,0,3e+05,0,2,2,0,2,20,2,NA,NA,36,20,18
"59",59,2,1,6,11,2,14,0,0,0,0,0,0,908526,0,2,2,0,2,65,1,1,2,168,65,14
"60",60,NA,1,6,11,1,3,0,0,0,0,0,0,908526,0,2,1,0,2,44,1,1,2,4,44,3
"61",61,1,1,6,5,2,21,0,0,0,50,0,0,908526,5,2,2,0,2,55,1,1,2,9,60,71
"62",62,NA,1,6,7,1,2,0,0,0,28,0,0,1200000,0,2,2,0,2,48,1,NA,1,2,48,30
"63",63,NA,1,6,11,1,0,0,0,0,0,0,0,1900000,0,2,2,0,2,48,1,1,2,276,48,0
"64",64,NA,1,6,11,2,12,0,0,0,0,0,0,3e+05,0,2,1,0,2,24,1,NA,1,36,24,12
"65",65,2,1,6,4,1,0,0,0,0,0,0,0,1e+06,0,2,2,0,2,48,2,NA,NA,180,48,0
"66",66,NA,1,6,11,2,12,0,0,0,8,0,0,120000,0,2,2,0,2,30,2,NA,NA,120,30,20
"67",67,2,1,6,16,1,0,0,0,0,0,0,0,3500000,0,2,2,0,2,60,2,NA,NA,240,60,0
"68",68,NA,1,6,14,2,28,0,0,0,0,0,0,2500000,0,2,2,0,2,54,1,1,2,180,54,28
"69",69,NA,1,6,16,2,0,0,0,0,0,0,0,2e+06,0,2,1,0,2,48,1,2,2,11,48,0
"70",70,2,1,6,16,1,1,0,0,0,0,0,0,3e+06,0,2,1,0,2,48,1,1,2,156,48,1
"71",71,NA,1,6,16,2,30,0,0,0,0,0,0,5e+06,0,2,2,0,2,48,1,1,2,40,48,30
"72",72,2,1,6,18,1,2,0,0,0,0,0,0,3e+06,0,2,2,0,2,48,1,1,2,60,48,2
"73",73,NA,1,6,16,1,0,0,0,0,0,0,0,2e+06,0,2,2,0,2,60,1,2,2,48,60,0
"74",74,NA,1,6,11,1,0,0,0,0,0,0,0,1200000,0,2,2,0,2,48,1,1,2,48,48,0
"75",75,NA,1,6,16,1,1,0,0,0,0,0,0,1200000,0,2,1,0,2,48,1,1,2,82,48,1
"76",76,2,1,6,8,1,0,0,0,0,0,0,0,1500000,0,2,2,0,2,50,2,NA,NA,82,50,0
"77",77,NA,1,6,15,2,12,0,0,0,0,0,0,1500000,0,2,2,0,2,48,1,1,2,1,48,12
"78",78,NA,1,6,18,2,25,0,0,0,0,0,0,2800000,0,1,2,0,2,45,1,1,2,300,45,25
"79",80,2,1,6,14,2,7,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,24,48,7
"80",81,1,1,6,11,2,14,0,0,0,0,0,0,5e+05,0,2,2,0,2,50,2,NA,NA,144,50,14
"81",82,2,1,6,4,1,4,0,0,0,0,0,0,450000,0,2,1,0,2,50,2,NA,NA,240,50,4
"82",83,NA,1,6,13,2,0,0,0,0,0,0,0,908526,0,2,2,0,2,54,1,2,2,1,54,0
"83",84,2,1,6,3,1,2,0,0,0,0,0,0,1e+06,0,2,2,0,2,72,1,1,2,216,72,2
"84",85,2,1,6,16,2,10,0,0,0,15,0,0,2600000,0,2,1,0,2,48,1,2,2,11,48,25
"85",86,NA,1,6,18,1,2,0,0,0,10,0,0,2300000,0,2,2,0,2,48,1,1,2,148,48,12
"86",87,2,1,6,11,1,5,0,0,0,0,0,0,1e+06,0,2,1,0,2,40,1,1,2,32,40,5
"87",88,NA,1,6,11,2,3,0,0,0,0,0,0,1200000,0,2,2,0,2,48,1,1,2,4,48,3
"88",89,NA,1,6,13,2,5,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,3,48,5
"89",90,2,1,6,11,1,2,0,0,10,0,0,0,908526,0,2,1,0,2,48,1,1,2,10,48,12
"90",91,NA,1,6,11,1,1,0,0,5,0,0,0,6e+05,0,2,1,0,2,28,1,NA,1,4,28,6
"91",92,2,1,6,11,1,0,0,0,0,0,0,0,3e+06,0,2,2,0,2,48,2,NA,NA,200,48,0
"92",93,NA,1,6,14,2,12,0,0,0,0,0,0,1e+06,0,2,2,0,2,48,1,2,2,70,48,12
"93",94,2,1,6,11,1,2,0,0,0,0,0,0,2e+07,0,2,2,0,2,48,2,NA,NA,120,48,2
"94",95,2,1,6,13,1,8,0,0,0,0,0,0,1480000,0,2,2,0,2,48,1,1,2,142,48,8
"95",96,NA,1,6,17,2,11,0,0,0,20,0,0,5e+06,0,2,2,0,2,48,1,1,2,18,48,31
"96",97,2,1,6,16,1,12,0,0,0,0,0,0,1500000,0,2,2,0,2,48,2,NA,NA,180,48,12
"97",98,NA,1,6,16,2,15,0,0,0,0,0,0,1500000,0,2,2,0,2,48,2,NA,NA,180,48,15
"98",99,2,1,6,18,2,14,0,0,0,0,0,0,4e+06,0,2,2,0,2,48,1,1,2,12,48,14
"99",100,NA,1,6,17,2,16,0,0,0,0,0,0,3e+06,0,2,2,0,2,48,2,NA,NA,120,48,16
"100",101,2,1,6,11,1,12,0,0,0,0,0,0,1100000,0,2,2,0,2,48,1,1,2,180,48,12
"101",102,NA,1,6,14,2,14,0,0,0,0,0,0,3e+06,0,2,2,0,2,48,1,1,2,24,48,14
"102",103,1,1,6,11,2,42,0,0,0,0,0,0,0,0,2,2,0,2,30,2,NA,NA,120,30,42
"103",104,2,1,6,16,1,0,0,0,0,7,0,0,3500000,0,2,2,0,2,40,2,NA,NA,12,40,7
"104",105,2,1,6,17,2,7,0,0,0,0,0,0,5e+06,0,2,2,0,2,60,1,1,2,11,60,7
"105",106,NA,1,6,15,1,7,0,0,0,0,0,0,1740000,0,2,2,0,2,48,1,1,2,102,48,7
"106",107,2,1,6,16,2,21,0,0,0,14,0,0,3244000,0,2,2,0,2,72,1,2,2,5,72,35
"107",108,NA,1,6,16,1,0,0,0,0,0,0,0,908526,0,2,1,0,2,72,1,NA,1,48,72,0
"108",109,2,1,6,16,2,21,0,0,0,0,0,0,3200000,0,2,2,0,2,48,1,1,2,216,48,21
"109",110,NA,1,6,19,1,0,0,0,0,0,0,0,7e+06,0,2,2,36,1,48,1,1,2,2,84,0
"110",111,2,1,6,5,2,30,0,0,0,0,0,0,2e+05,0,2,2,0,2,5,2,NA,NA,36,5,30
"111",112,NA,1,6,11,1,7,0,0,0,0,0,0,1800000,0,2,2,0,2,48,1,1,2,60,48,7
"112",113,NA,1,6,15,2,7,0,0,0,0,0,0,450000,0,2,2,5,1,12,1,NA,1,2,17,7
"113",114,NA,1,6,18,2,0,0,0,0,0,0,0,4e+06,0,2,2,0,2,48,1,1,2,180,48,0
"114",116,NA,1,6,13,1,1,0,0,0,0,0,0,2500000,0,2,2,0,2,99,1,NA,1,60,99,1
"115",117,NA,1,6,9,1,3,0,0,0,0,0,0,908526,20,2,2,0,2,68,1,NA,1,2,88,3
"116",118,NA,1,6,11,1,0,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,24,48,0
"117",119,NA,1,6,7,1,0,0,0,0,0,0,0,1200000,0,2,2,0,2,48,1,1,2,60,48,0
"118",120,NA,1,6,11,2,7,0,0,0,0,0,0,9e+05,0,2,2,0,2,48,2,NA,NA,240,48,7
"119",121,2,1,6,11,1,0,0,0,0,0,0,0,908526,5,2,1,0,2,53,1,2,2,28,58,0
"120",122,NA,1,6,14,2,15,0,0,0,5,0,0,3e+05,0,2,2,0,2,20,2,NA,NA,36,20,20
"121",123,2,1,6,14,2,20,0,0,0,0,0,0,1400000,0,2,2,0,2,48,1,1,2,204,48,20
"122",124,NA,1,6,16,2,20,0,0,0,0,0,0,1500000,0,2,2,0,2,48,1,1,2,24,48,20
"123",125,NA,1,6,13,1,15,0,0,0,0,0,0,1500000,0,2,2,0,2,48,1,1,2,24,48,15
"124",126,2,1,6,5,1,4,0,0,0,0,0,0,1800000,0,2,2,0,2,40,2,NA,NA,480,40,4
"125",127,NA,1,6,11,1,1,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,2,2,12,48,1
"126",128,1,1,6,11,1,0,0,0,0,0,0,0,3e+05,0,2,2,0,2,25,2,NA,NA,144,25,0
"127",129,NA,1,6,13,2,4,0,0,0,0,0,0,650000,0,2,2,0,2,60,2,NA,NA,10,60,4
"128",130,2,1,6,13,2,10,0,0,0,0,0,0,0,0,2,2,0,2,20,2,NA,NA,120,20,10
"129",131,2,1,6,11,2,24,0,0,0,24,0,0,1500000,0,2,1,0,2,48,1,NA,1,60,48,48
"130",132,NA,1,6,13,1,0,0,0,0,0,0,0,1200000,0,2,2,0,2,48,1,1,2,36,48,0
"131",133,NA,1,6,11,2,6,0,0,8,12,0,0,1100000,0,2,2,0,2,48,1,1,2,72,48,26
"132",134,NA,1,6,13,2,8,0,0,0,9,0,0,1200000,0,2,2,0,2,48,1,1,2,30,48,17
"133",135,2,1,6,14,2,20,0,0,0,0,0,0,1200000,0,2,2,0,2,48,1,1,2,168,48,20
"134",136,NA,1,6,13,1,0,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,228,48,0
"135",137,2,1,6,11,1,0,0,0,0,0,0,0,2e+06,0,2,2,0,2,50,1,1,2,48,50,0
"136",138,NA,1,6,13,2,0,0,0,0,0,0,0,908526,0,2,2,0,2,50,1,1,2,24,50,0
"137",139,2,1,6,11,1,30,0,0,0,0,0,0,1500000,0,2,1,0,2,60,1,1,2,96,60,30
"138",140,NA,1,6,11,2,30,0,0,0,0,0,0,908526,0,2,2,0,2,60,1,1,2,72,60,30
"139",141,1,1,6,11,2,16,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,NA,1,6,48,16
"140",143,NA,1,6,11,1,0,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,2,48,0
"141",144,NA,1,6,13,1,5,0,0,0,0,0,0,1e+06,0,2,2,0,2,48,2,NA,NA,24,48,5
"142",145,1,1,6,15,2,14,0,0,0,0,0,0,680000,0,2,2,0,2,48,1,2,2,4,48,14
"143",146,NA,1,6,11,1,2,0,0,0,0,0,0,2e+05,0,2,2,0,2,4,1,NA,1,9,4,2
"144",147,1,1,6,4,1,14,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,12,48,14
"145",148,NA,1,6,7,2,5,0,0,0,89,0,0,120000,0,2,2,0,2,12,1,2,2,1,12,94
"146",149,NA,1,6,8,1,1,0,0,0,72,0,0,320000,0,2,1,0,2,24,1,NA,1,2,24,73
"147",150,NA,1,6,9,1,7,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,2,2,1,48,7
"148",151,NA,1,6,13,2,14,0,0,0,24,0,0,2150000,0,2,2,0,2,48,1,2,2,216,48,38
"149",152,2,1,6,11,1,20,0,0,0,0,0,0,9e+05,0,2,2,0,2,60,1,NA,1,12,60,20
"150",153,NA,1,6,11,2,20,0,0,0,0,0,0,3e+05,0,2,2,0,2,60,1,NA,1,1,60,20
"151",154,2,1,6,2,2,20,0,0,0,0,0,0,2e+05,0,2,1,0,2,40,2,NA,NA,18,40,20
"152",155,NA,1,6,5,1,10,0,0,0,10,0,0,908526,0,2,1,0,2,48,1,1,2,48,48,20
"153",156,2,1,6,11,1,10,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,24,48,10
"154",157,NA,1,6,13,2,4,0,0,0,0,0,0,908526,2,2,2,0,2,50,1,2,2,10,52,4
"155",158,NA,1,6,14,2,10,0,0,0,0,0,0,1500000,8,2,2,0,2,56,1,1,2,30,64,10
"156",159,2,1,6,13,2,16,0,0,0,0,0,0,320000,0,2,2,0,2,12,2,NA,NA,12,12,16
"157",160,NA,1,6,16,1,0,0,0,0,0,0,0,1100000,0,2,2,0,2,56,1,1,2,12,56,0
"158",161,NA,1,6,11,1,0,0,0,0,0,0,0,1e+06,0,2,2,0,2,48,1,1,2,6,48,0
"159",162,NA,1,5,2,1,0,0,0,0,0,0,0,1200000,0,2,2,0,2,48,1,1,2,360,48,0
"160",163,NA,1,6,6,1,0,0,0,0,0,0,0,150000,0,2,2,0,2,14,2,NA,NA,120,14,0
"161",164,NA,1,6,11,2,6,0,0,0,12,0,0,120000,0,2,2,0,2,56,2,NA,NA,1,56,18
"162",165,NA,1,6,11,2,0,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,2,2,9,48,0
"163",166,NA,1,6,13,2,4,0,0,0,0,0,0,8e+05,0,2,2,0,2,24,1,NA,1,5,24,4
"164",167,NA,1,6,11,2,10,0,0,0,8,0,0,958526,0,2,2,0,2,60,1,1,2,12,60,18
"165",168,NA,1,6,12,2,0,0,0,0,9,0,0,908526,0,2,2,0,2,50,1,2,2,4,50,9
"166",169,1,1,6,5,1,7,0,0,0,0,0,0,1100000,0,2,2,0,2,60,1,1,2,24,60,7
"167",170,2,1,6,11,1,10,0,0,0,0,0,0,1200000,0,2,2,0,2,40,1,NA,1,1,40,10
"168",171,NA,1,6,11,2,10,0,0,0,0,0,0,1e+06,0,2,2,0,2,48,1,NA,1,6,48,10
"169",172,NA,1,6,11,2,20,0,0,0,0,0,0,4e+05,0,2,1,0,2,30,1,NA,1,2,30,20
"170",173,NA,1,6,11,1,0,0,0,0,0,0,0,9e+05,0,2,1,0,2,50,1,NA,1,1,50,0
"171",174,2,1,6,13,2,10,0,0,0,50,0,0,1200000,0,2,2,0,2,0,1,1,2,72,0,60
"172",175,NA,1,6,11,2,5,0,0,0,0,0,0,380000,0,2,1,14,1,48,1,NA,1,4,62,5
"173",176,2,1,6,2,2,14,0,0,0,0,0,0,150000,0,2,1,0,2,40,2,NA,NA,10,40,14
"174",177,2,1,6,9,2,10,0,0,0,0,0,0,1e+06,0,2,2,0,2,50,2,NA,NA,300,50,10
"175",178,NA,1,6,11,1,1,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,60,48,1
"176",179,NA,1,6,14,2,20,0,0,0,30,0,0,1e+06,0,2,1,0,2,48,1,2,2,36,48,50
"177",180,2,1,6,11,2,16,0,0,0,18,0,0,908000,0,2,2,0,2,48,1,2,2,9,48,34
"178",181,NA,1,6,13,1,10,0,0,0,12,0,0,1e+06,0,2,2,0,2,48,1,1,2,36,48,22
"179",182,2,1,6,5,1,0,0,0,0,0,0,0,7e+05,0,2,2,0,2,48,2,NA,NA,180,48,0
"180",183,2,1,6,11,2,14,0,0,0,0,0,0,1900000,0,2,2,20,1,48,1,1,2,48,68,14
"181",184,NA,1,6,12,1,0,0,0,0,0,0,0,1e+06,0,2,2,0,2,48,1,1,2,170,48,0
"182",185,2,2,6,0,2,16,0,0,0,0,0,0,1e+05,0,2,1,0,2,20,2,NA,NA,60,20,16
"183",186,NA,1,6,13,2,18,0,0,0,0,0,0,1e+06,0,2,2,0,2,48,1,2,2,4,48,18
"184",187,NA,2,6,0,1,0,0,0,0,0,0,0,1e+06,0,2,2,0,2,48,1,2,2,2,48,0
"185",188,2,1,6,13,2,16,0,0,0,30,0,0,1e+06,0,2,2,0,2,48,1,1,2,170,48,46
"186",189,NA,1,6,8,1,0,0,0,0,0,0,0,7e+05,0,2,2,0,2,24,2,NA,NA,120,24,0
"187",190,NA,1,6,5,1,12,0,0,0,10,0,0,7e+05,0,2,2,0,2,24,2,NA,NA,24,24,22
"188",191,NA,1,6,13,2,10,0,0,0,0,0,0,908000,0,2,2,0,2,48,1,1,2,36,48,10
"189",192,2,1,6,13,2,14,0,0,0,14,0,0,1028000,0,2,1,0,2,48,1,1,2,3,48,28
"190",193,2,1,6,11,1,10,0,0,0,0,0,0,908000,0,2,2,0,2,48,1,2,2,2,48,10
"191",194,2,1,6,5,2,28,0,0,0,20,0,0,250000,0,2,2,0,2,24,2,NA,NA,70,24,48
"192",195,NA,1,6,12,2,12,0,0,0,0,0,0,1e+06,0,2,2,0,2,48,1,2,2,1,48,12
"193",196,NA,1,6,5,2,28,0,0,48,0,0,0,0,0,2,2,0,2,32,2,NA,NA,240,32,76
"194",197,NA,1,5,10,1,0,0,0,0,0,0,0,908000,0,2,2,0,2,48,2,NA,NA,1,48,0
"195",198,NA,1,5,11,1,14,0,0,0,0,0,0,1e+05,0,2,2,0,2,20,2,NA,NA,24,20,14
"196",199,2,1,6,11,2,14,0,0,0,21,0,0,1028526,0,2,2,0,2,48,1,1,2,9,48,35
"197",200,NA,1,6,11,1,10,0,0,0,18,0,0,1220000,0,2,2,0,2,48,1,1,2,180,48,28
"198",201,NA,1,6,13,1,2,0,0,0,0,0,0,908526,0,2,2,0,2,54,1,2,2,12,54,2
"199",202,NA,1,6,12,1,7,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,60,48,7
"200",203,NA,1,6,11,1,7,0,0,0,0,0,0,1600000,0,2,2,0,2,55,2,NA,NA,3,55,7
"201",204,NA,1,6,16,1,0,0,0,5,0,0,0,2800000,0,2,2,0,2,48,1,2,2,14,48,5
"202",205,NA,1,6,11,1,0,0,0,0,0,0,0,1400000,0,2,2,0,2,58,1,1,2,144,58,0
"203",206,1,1,6,7,1,0,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,2,2,1,48,0
"204",207,2,1,6,16,1,7,0,0,0,14,0,0,6359682,0,2,2,0,2,60,1,1,2,42,60,21
"205",208,NA,1,6,16,2,14,0,0,0,0,0,0,1817052,0,2,2,0,2,30,1,2,2,7,30,14
"206",209,2,1,6,11,2,7,0,0,0,0,0,0,1300000,0,2,2,0,2,72,1,2,2,84,72,7
"207",210,NA,1,6,6,1,4,0,0,0,0,0,0,5e+05,0,2,2,0,2,60,2,NA,NA,6,60,4
"208",211,2,1,6,15,2,16,5,0,0,0,0,0,1200000,16,2,2,0,2,62,1,2,2,11,78,21
"209",212,NA,1,6,7,1,7,5,0,0,0,0,0,1200000,0,2,2,0,2,48,1,NA,1,12,48,12
"210",213,2,1,6,5,1,3,0,0,0,0,0,0,1200000,0,2,2,0,2,48,2,NA,NA,180,48,3
"211",214,NA,1,6,11,2,28,0,0,90,84,35,0,680000,0,2,1,0,2,49,1,2,2,6,49,237
"212",215,NA,1,6,11,2,14,0,0,0,0,0,0,450000,0,1,1,0,2,24,1,NA,1,1,24,14
"213",218,2,1,6,11,1,1,0,0,0,0,0,0,1300000,0,2,2,0,2,16,2,NA,NA,3,16,1
"214",219,NA,1,6,5,2,14,0,0,0,0,0,0,550000,0,2,2,0,2,8,1,NA,1,12,8,14
"215",220,2,1,6,7,1,3,0,0,0,0,0,0,908526,0,2,2,0,2,66,1,9,2,120,66,3
"216",221,NA,1,6,5,2,10,0,0,0,0,0,0,280000,0,2,1,10,1,12,1,NA,1,0,22,10
"217",222,NA,1,6,14,2,8,0,0,0,0,0,0,908526,2,2,1,0,2,54,1,2,2,36,56,8
"218",223,2,1,6,12,2,14,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,12,48,14
"219",224,NA,1,6,10,1,7,0,0,0,0,0,0,7e+05,0,2,2,0,2,40,2,NA,NA,36,40,7
"220",226,NA,1,6,12,2,14,0,0,0,20,0,0,3500000,0,2,2,0,2,40,1,2,2,30,40,34
"221",227,NA,1,6,12,2,4,0,0,0,0,0,0,1200000,0,2,2,0,2,48,1,2,2,2,48,4
"222",228,NA,1,5,11,1,0,0,0,0,0,0,0,1400000,0,2,2,0,2,48,1,1,2,30,48,0
"223",229,NA,1,6,11,1,4,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,1,2,252,48,4
"224",230,NA,1,6,15,1,2,0,0,0,0,0,0,4200000,0,2,2,0,2,35,1,1,2,6,35,2
"225",231,NA,1,6,11,2,14,0,0,0,14,0,0,9e+05,0,1,2,0,2,40,2,NA,NA,6,40,28
"226",232,2,1,5,11,2,21,0,0,0,0,0,0,1e+06,0,2,2,0,2,56,2,NA,NA,216,56,21
"227",233,2,1,6,5,2,21,0,0,0,0,0,0,9e+05,0,2,2,0,2,70,2,NA,NA,36,70,21
"228",234,NA,1,6,3,1,0,0,0,0,0,0,0,1e+06,0,2,2,0,2,72,2,NA,NA,144,72,0
"229",235,2,1,6,9,2,21,0,0,0,21,0,0,672000,0,2,2,0,2,20,1,NA,1,1,20,42
"230",236,1,1,6,18,1,0,0,0,0,0,0,0,2700000,0,2,2,0,2,48,1,2,2,9,48,0
"231",237,1,2,6,0,1,20,0,0,0,0,0,0,9e+05,0,2,2,0,2,50,2,NA,NA,96,50,20
"232",238,2,1,6,5,1,0,0,0,0,0,0,0,1500000,0,2,1,0,2,16,2,NA,NA,24,16,0
"233",239,NA,1,6,11,2,0,0,0,0,0,0,0,908526,0,2,2,0,2,48,1,2,2,3,48,0
"234",240,NA,1,6,11,1,0,0,0,0,0,0,0,250000,0,2,2,0,2,20,2,NA,NA,24,20,0
"235",241,2,1,6,12,2,48,0,0,48,50,0,0,908526,0,2,1,0,2,0,1,1,2,72,0,146
