gender	hand	eyecolor	glasses	california	birthmonth	birthday	birthyear	ageinmonths	height	graduate	oncampus	time	walk	hsclass	HSCA	calculus	AP	cell	ipod	sleep	alcohol	speed	UCLA	book	relax	instructor	tire	Quarter
female	right	brown	yes	no	july	18	1988	230	64	2010	no	13	walk	137	no	yes	no	yes	yes	6	2	120	35000	yes	dance	Davis	rear right	Spring08
male	right	brown	no	yes	feb	11	1986	260	68	2008	no	15	walk	39	yes	yes	no	yes	no	9	1	100	30000	yes	Playing basketball	Davis	front right	Spring08
male	right	brown	yes	yes	nov	9	1987	238	74	2009	yes	25	bus	650	yes	yes	no	yes	yes	5	0	95	28000	yes	music	Davis	front right	Spring08
male	right	hazel	yes	yes	july	7	1987	243	71	2009	no	20	walk	400	yes	yes	no	yes	yes	8	0	70	20000	yes	Guitar	Davis	rear left	Spring08
female	right	brown	yes	yes	sept	24	1986	252	62	2009	no	60	bus	200	yes	yes	no	yes	yes	5	0	70	20000	no	painting	Davis	front left	Spring08
male	right	blue	no	yes	april	7	1986	258	76	2009	yes	20	walk	550	yes	no	no	yes	yes	4	2	125	39000	no	Mixing Music	Esfandiari	front right	Spring08
male	right	brown	no	yes	feb	27	1988	235	74	2010	no	18	walk		yes	yes	no	yes	yes	8.5	20	105	30000	yes	drawing	Esfandiari	front right	Spring08
male	right	blue	no	no	oct	4	1986	250	75	2009	no	20	walk	800	yes	yes	no	yes	yes	8	30	115	30000	yes	Sports	Esfandiari	front left	Spring08
female	right	brown	yes	yes	jan	6	1987	250	62	2009	yes	60	carpool	987	yes	no	no	yes	no	8	1	80	20000	yes	playing games	Esfandiari	rear right	Spring08
female	right	brown	no	yes	july	17	1988	218	61.5	2010	yes	15	walk	400	yes	yes	no	yes	yes	3	0	130	20000	yes	Hiking	Esfandiari	rear left	Spring08
female	right	brown	yes	yes	may	5	1987	251	64	2009	no	20	bus	360	yes	no	no	yes	yes	5	0	90	12000	yes	reading	Esfandiari	front right	Spring08
female	right	brown	yes	yes	july	16	1989	218	71	2011	yes	10	walk	400	yes	yes	yes	yes	yes	8	4	100	400000	yes	rowing	Gould	front left	Spring08
female	right	brown	no	yes	mar	18	1988	222	67	2009	no	90	bus	144	yes	no	no	yes	yes	4	0	0	54000	no	none	Gould	rear left	Spring08
female	right	brown	no	yes	april	4	1988	238	66	2011	no	20	walk	300	yes	yes	no	no	yes	5.5	0	75	40000	yes	sing	Gould	front left	Spring08
female	right	blue	no	yes	dec	1	1988	226	67	2010	yes	15	walk	450	yes	yes	yes	yes	yes	7	0	80	40000	no	tennis	Gould	front right	Spring08
male	right	brown	yes	yes	aug	3	1987	241	72	2009	no	45	carpool	450	yes	no	no	yes	yes	8	0	85	40000	no	Playing guitar	Gould	front right	Spring08
male	right	blue	no	yes	feb	18	1987	247	71	2009	yes	17.32	walk	249	yes	yes	no	yes	yes	6	0	100	40000	yes	none	Gould	front left	Spring08
female	right	blue	no	yes	april	10	1988	233	69	2010	yes	12	walk	703	yes	no	no	yes	yes	10	0	102	40000	yes	rowing	Gould	front left	Spring08
female	right	green	no	no	april	15	1986	288	67	2008	no	60	car (by yourself)	2000	yes	yes	no	yes	yes	4	1	120	40000	no	POETRY	Gould	front left	Spring08
female	right	brown	no	no	july	31	1989	218	64	2011	yes	15	walk	457	no	yes	no	yes	yes	7	0	92	38000	no	Rowing	Gould	front right	Spring08
male	right	blue	no	yes	sept	14	1988	228	67	2011	yes	17	walk	400	yes	yes	yes	yes	no	5	0	90	35000	yes	none	Gould	rear left	Spring08
female	right	brown	no	yes	aug	5	1988	229	62	2010	yes	20	walk	250	yes	yes	no	yes	yes	7.5	0	85	30000	no	running	Gould	front right	Spring08
female	right	brown	yes	yes	april	27	1985	264	65	2009	no	20	car (by yourself)	500	no	no	no	yes	no	7	2	90	30000	yes	movies	Gould	front right	Spring08
female	right	hazel	yes	yes	feb	7	1989	224	69	2011	yes	20	walk	270	yes	yes	no	yes	yes	8	3	90	30000	yes	reading	Gould	front right	Spring08
female	right	brown	yes	yes	dec	11	1987	238	63.5	2010	yes	23	walk	310	yes	no	no	yes	yes	5	0	110	30000	yes	running	Gould	front right	Spring08
female	right	blue	no	yes	oct	4	1989	215	67	2011	yes	20	walk	365	yes	yes	no	yes	yes	8	10	110	30000	yes	listening to music	Gould	rear right	Spring08
male	left	brown	no	yes	may	25	1987	251	72	2009	no	1	motorcycle		yes	no	no	yes	yes	7	1	110	27000	yes	beach	Gould	front left	Spring08
female	right	green	yes	yes	mar	29	1988	234	69	2009	no	17	walk	650	yes	yes	yes	yes	yes	6	3	100	26000	yes	Pilates	Gould	rear right	Spring08
male	right	brown	yes	yes	july	14	1989	219	72	2011	yes	15	walk	1000	yes	yes	no	yes	yes	8	0	90	25000	yes	Snowboard	Gould	front left	Spring08
male	right	green	no	yes	oct	18	1988	227	67	2011	yes	25	walk	500	yes	yes	yes	yes	yes	8	5	110	25000	yes	Music	Gould	rear right	Spring08
male	right	green	no	yes	june	5	1987	244	70	2010	no	15	walk	227	yes	no	no	yes	yes	5	48	120	25000	yes	guitar	Gould	front right	Spring08
female	right	brown	no	no	jan	8	1987	249	63	2009	no	15	walk	500	yes	yes	no	yes	yes	4	0	80	20000	no	piano	Gould	front left	Spring08
female	right	brown	yes	yes	feb	11	1986	259	69	2008	no	20	walk	500	yes	yes	no	yes	yes	9	5	90	20000	no	eating	Gould	front right	Spring08
female	right	brown	yes	no	dec	21	1988	225	63	2011	yes	24	walk	600	yes	yes	no	yes	yes	7	5	90	20000	yes	drawing	Gould	rear left	Spring08
male	right	brown	yes	yes	june	2	1986	256	73	2008	yes	15	walk	1000	yes	yes	no	yes	yes	9	5	120	20000	yes	Poker	Gould	front left	Spring08
male	left	hazel	yes	yes	april	15	1988	238	72	2010	yes	13	walk	750	yes	yes	no	yes	yes	5	7	130	19000	yes	music	Gould	front right	Spring08
female	right	brown	yes	yes	sept	25	1988	228	70	2010	no	25	walk	688	yes	no	no	yes	yes	8	0	85	18000	no	Sleeping	Gould	front left	Spring08
female	right	brown	yes	no	mar	28	1986	258	67	2008	no	20	bus	400	yes	yes	no	yes	yes	6	0	90	18000	yes	Internet	Gould	rear left	Spring08
female	right	brown	yes	yes	mar	15	1988	223	64	2010	yes	15	walk	565	yes	yes	no	yes	no	8	0	85	15000	yes	drumming	Gould	front right	Spring08
male	right	brown	yes	yes	june	10	1989	220	71	2011	yes	15	walk	480	yes	yes	yes	yes	yes	8	0	125	15000	no	basketball	Gould	rear left	Spring08
female	right	brown	no	yes	dec	15	1985	250	62	2008	yes	15	walk	100	yes	yes	no	yes	no	7	2	70	10000	yes	running	Gould	front left	Spring08
male	right	brown	yes	yes	oct	7	1988	219	71	2010	yes	20	walk	500	yes	yes	yes	yes	no	8	2	95	10000	yes	basketball	Gould	front left	Spring08
female	right	hazel	yes	yes	oct	3	1987	240		2009	no	30	car (by yourself)	109	yes	no	no	yes	yes	4	5	95	10000	no	Dancing	Gould	front right	Spring08
male	right	blue	no	no	july	7	1985	267	75	2008	yes	15	walk	400	yes	yes	no	yes	yes	6	20	105	10000	yes	Golf	Gould	front left	Spring08
male	right	blue	no	yes	dec	16	1984	280	70	2008	no	15	walk	300	yes	yes	yes	yes	no	8.5	1	120	10000	yes	gambling	Gould	front left	Spring08
female	right	brown	yes	yes	april	19	1988	233	62	2010	yes	15	walk	82	yes	yes	no	yes	yes	6	0	90	8000	yes	watching tv	Gould	front right	Spring08
male	right	brown	yes	no	july	16	1988	230	69	2010	no	16	bicycle		yes	yes	yes	yes	yes	5.5	0	130	5531	no	Tennis	Gould	rear right	Spring08
male	right	brown	yes	yes	oct	9	1987	261	72	2010	yes	20	walk	400	yes	no	no	yes	yes	3	40	114	5000	yes	none	Gould	front left	Spring08
male	left	brown	no	no	july	2	1988	221	71	2010	yes	14	walk	364	no	yes	no	yes	yes	5	5	50	4300	yes	guitar	Gould	front left	Spring08
female	right	brown	yes	yes	april	25	1987	245	61	2010	no	20	bus	1000	yes	yes	no	yes	yes	8	1	80	4000	no	concert going	Gould	front left	Spring08
male	right	brown	no	yes	sept	4	1987	240	70	2010	yes	15	walk	400	yes	yes	no	yes	yes	9	0	85	2000	yes	music	Gould	front left	Spring08
female	right	brown	yes	yes	april	27	1985	276	65	2009	no	20	car (by yourself)	300	no	no	no	yes	no	7	2	90	2000	yes	movies	Gould	front right	Spring08
female	right	brown	yes	no	mar	2	1987	246	61	2009	no	25	walk	985	yes	yes	no	yes	yes	7	1	103		no	piano	Gould	front right	Spring08
female	right	brown	no	yes	jan	18	1988	237	66	2010	no	15	walk	315	yes	yes	no	yes	yes	6	0	110	190000	yes	Tae Kwon Do	Ioudina	front right	Spring08
female	right	brown	yes	yes	july	3	1988	230	64	2010	no	60	car (by yourself)	310	yes	yes	yes	yes	yes	7	0	90	60000	yes	Ballroom Dance	Ioudina	front left	Spring08
male	right	brown	no	no	feb	18	1984	283	69	2008	no	20	bus	0	yes	yes	yes	yes	yes	10	1	100	50000	yes	basketball	Ioudina	rear left	Spring08
female	right	blue	yes	yes	may	16	1988	233	68	2010	yes	23	walk	386	yes	yes	no	yes	yes	6	2	85	45000	no	scrapbooking	Ioudina	rear right	Spring08
female	right	brown	yes	yes	july	27	1988	230	63	2010	yes	30	walk	450	yes	yes	no	yes	yes	7	0	85	35000	yes	Reading	Ioudina	front right	Spring08
female	right	hazel	yes	yes	july	27	1988	228	59	2010	yes	15	walk	2010	yes	no	no	yes	yes	8	0	100	25430	no	tennis	Ioudina	rear left	Spring08
female	right	brown	yes	yes	jan	29	1987	237	59	2009	no	70	bus	171	yes	yes	no	yes	yes	6	0	120	25000	yes	Scrapbooking	Ioudina	front left	Spring08
male	right	brown	no	yes	may	24	1988	228	72	2010	yes	10	walk	555	no	yes	yes	yes	yes	8	0	90	23000	yes	Ping pong	Ioudina	rear right	Spring08
female	right	blue	no	yes	sept	30	1986	252	68	2008	no	30	walk	700	yes	no	no	yes	yes	8	5	100	20000	yes	Photography	Ioudina	front right	Spring08
female	right	brown	yes	yes	aug	21	1987	241	65	2009	yes	20	walk	90	yes	yes	no	yes	yes	6	2	100	15000	yes	running	Ioudina	rear right	Spring08
female	right	brown	yes	yes	may	8	1988	232	61	2010	yes	15	walk	400	yes	yes	no	yes	yes	8	20	85	10000	yes	basketball	Ioudina	rear left	Spring08
female	right	blue	yes	no	oct	2	1987	240	64	2010	yes	15	walk	18	no	yes	no	yes	yes	5	3	120	9000	yes	reading	Ioudina	rear right	Spring08
female	right	brown	no	yes	mar	28	1988	234	64	2010	yes	15	walk	280	yes	no	no	yes	yes	8	0	70	5000	yes	tennis	Ioudina	front left	Spring08
female	right	blue	no	yes	july	31	1989	216	67	2011	yes	15	walk	111	yes	yes	no	yes	yes	8	0	75	35000	yes	ultimate frisbee	Davis	front right	Spring08
male	left	brown	no	no	mar	28	1979	349	68	2009	no	30	bus	800	yes	yes	no	yes	yes	7	0	130	8000	no	dj	Davis	front right	Spring08
female	right	blue	no	yes	jan	2	1988	243	67	2010	no	20	walk	100	yes	yes	no	yes	yes	7	4	77	20000	yes	Piano	Davis	rear left	Spring08
male	right	brown	no	yes	sept	30	1988	234	70	2011	yes	12	walk	599	yes	yes	no	yes	yes	7	0	95	27000	yes	guitar	Davis	front left	Spring08
male	right	hazel	no	yes	nov	26	1989	233	66.5	2011	no	20	bus	600	yes	no	no	yes	yes	10	0	80	25000	yes	Tennis	Davis	front right	Spring08
male	ambidextrous	brown	no	yes	nov	15	1989	220	69	2011	yes	10	walk	375	yes	no	yes	yes	yes	9	0	100	30000	no	Dancing	Ioudina	front right	Spring08
male	right	blue	no	no	feb	24	1989	229	67	2011	yes	15	walk	450	yes	yes	no	yes	yes	7.5	4	105	25000	no	Woodworking	Ioudina	front left	Spring08
female	right	brown	yes	yes	july	26	1988	231	61	2010	yes	20	walk	230	yes	yes	no	yes	yes	8	0	0	15000	yes	running	Davis	rear right	Spring08
female	left	green	yes	yes	april	10	1989	227	63	2011	yes	16	walk	500	yes	no	no	yes	yes	4	0	120	30000	yes	scuba diving	Ioudina	front left	Spring08
female	right	green	no	yes	may	16	1989	226	68	2011	yes	15	walk	88	yes	yes	no	yes	yes	7	0	90	25000	yes	Watching TV	Davis	front right	Spring08
female	right	hazel	yes	yes	april	21	1988	240	65	2009	no	30	walk	87	yes	yes	no	yes	yes	5	0	90	20000	yes	Reading	Davis	front right	Spring08
female	right	brown	yes	yes	june	21	1988	237	67	2010	yes	15	walk	600	yes	yes	no	yes	yes	8	0	80	8000	yes	watching movies	Davis	rear left	Spring08
female	right	brown	no	yes	july	16	1989	225	66	2011	yes	20	walk	483	yes	no	no	yes	yes	8	0	90	35000	yes	reading	Davis	front left	Spring08
male	right	blue	yes	no	july	11	1987	248	70	2009	no	60	car (by yourself)	220	no	no	no	yes	yes	8	0	110	20000	yes	Golf	Davis	front left	Spring08
female	right	blue	no	yes	june	7	1988	237	65	2010	yes	15	walk	450	yes	yes	yes	yes	yes	4	0	95	27500	yes	learning languages	Davis	rear left	Spring08
male	right	brown	yes	yes	april	12	1987	251	64	2009	yes	15	walk	350	yes	yes	no	yes	yes	8	0	80	25000	yes	Piano	Ioudina	front left	Spring08
male	left	brown	yes	no	feb	14	1988	242	60		no	30	walk	30	no	yes	no	yes	yes	8	0	65	100000	no	none	Davis	front left	Spring08
female	right	brown	no	yes	july	29	1988	237	60	2010	yes	15	walk	400	yes	yes	no	yes	yes	6	0	95	30000	no	boogie boarding	Davis	front right	Spring08
female	left	brown	no	yes	jan	14	1982	315	62	2009	no	30	bus	100	yes	no	no	yes	yes	7	0	90	45000	yes	Drawing	Gould	rear right	Spring08
female	right	brown	yes	yes	jan	20	1988	242	61	2010	yes	15	walk	850	yes	yes	yes	yes	yes	7	0	95	30000	no	snowboarding	Davis	front left	Spring08
male	right	brown	yes	yes	oct	6	1988	234	65	2010	yes	20	walk	650	yes	no	no	yes	yes	7	0	60	50000	yes	watch theater shows	Davis	rear left	Spring08
male	right	brown	yes	yes	april	16	1989	227	67	2011	yes	15	walk	560	yes	yes	no	yes	yes	6	0	90	25000	yes	None	Davis	rear left	Spring08
female	right	brown	yes	yes	june	20	1988	237	62	2010	yes	15	walk	450	yes	no	no	yes	yes	9	2	30	10234	no	Snowboarding	Davis	rear right	Spring08
male	right	brown	yes	no	sept	14	1986	259	67	2008	no	20	walk	800	yes	yes	no	yes	yes	6	4	120	60000	no	DIY audio	Davis	front right	Spring08
female	left	blue	yes	yes	june	23	1989	226	61	2011	yes	15	walk	200	yes	yes	no	yes	yes	9	2	90	5000	yes	Dance	Esfandiari	front left	Spring08
female	right	blue	no	yes	july	13	1988	237	70	2010	yes	15	walk	225	yes	yes	no	yes	yes	5	0	85	29000	no	Football	Davis	front right	Spring08
male	right	brown	yes	yes	aug	29	1987	247	67	2010	no	20	walk	700	yes	yes	no	yes	yes	8	2	100	30000	no	sports	Davis	front left	Spring08
female	right	brown	no	yes	feb	16	1989	229	69	2011	no	40	car (by yourself)	392	yes	yes	no	yes	no	7	0	100	2000	no	watching t.v.	Davis	front right	Spring08
male	left	brown	yes	no	nov	14	1987	240	70	2010	yes	14	skateboard	102	yes	no	no	yes	yes	7	0	95	22000	no	soccer	Davis	front right	Spring08
female	right	brown	yes	yes	mar	6	1988	231	63	2010	yes	20	walk		yes	yes	no	yes	yes	6	0	85	3500	no	watching tv	Davis	front left	Spring08
female	right	brown	yes	yes	june	1	1989	216	63	2011	yes	20	walk		yes	yes	no	yes	yes	7.5		40	40000	yes	coloring	Davis	front left	Spring08
male	right	brown	yes	yes	feb	11	1989	229	68	2011	yes	12	walk	403	yes	yes	yes	yes	yes	6	0	65	3000	no	Guitar	Kreigler	rear left	Spring08
female	right	brown	yes	yes	nov	2	1989	219	63	2011	yes	25	walk		yes	no	no	yes	yes	8	6	90	5000	yes	yoga	Davis	front right	Spring08
female	right	blue	no	yes	may	16	1988	238	66	2010	yes	15	walk	200	yes	yes	no	yes	no	5	1	80	15000	yes	reading	Davis	rear left	Spring08
female	right	hazel	no	yes	jan	27	1988	242	63	2010	yes	10	walk	430	yes	yes	no	yes	yes	6	0	90	50000	yes	Going to concerts	Davis	front right	Spring08
female	right	hazel	yes	yes	july	31	1988	232	63	2010	no	20	walk	1600	yes	no	no	yes	yes	7	1	100	20000	yes	playing music	Sugano	front right	Spring08
male	left	brown	yes	no	dec	22	1988	231	68	2011	yes	30	walk	588	yes	yes	yes	yes	yes	7	0	25	100000	no	Watching basketball games	Sugano	rear left	Spring08
male	left	brown	yes	no	dec	22	1988	231	68	2011	yes	30	walk	588	yes	yes	yes	yes	yes	7	0	30	100000	no	Watching the Dodgers spank the Giants 5-0 on Opening Day.	Sugano	rear left	Spring08
male	left	brown	yes	no	dec	22	1988	231	68	2011	yes	30	walk	588	yes	yes	yes	yes	yes	7	0	25	100000	no	Watching basketball games	Sugano	rear left	Spring08
female	right	brown	yes	yes	oct	29	1989	216	66	2011	yes	15	walk	756	yes	yes	no	yes	yes	9	0	100	35000	yes	running	Sugano	front right	Spring08
male	right	brown	no	yes	april	25	1988	239	70	2010	yes	10	walk	500	yes	yes	yes	yes	yes	11	0	85	15000	yes	basketball	Sugano	rear right	Spring08
male	right	brown	yes	yes	nov	28	1988	233	72	2010	yes	20	walk	1000	yes	yes	no	yes	yes	9	0	85	15000	yes	Sleeping	Sugano	front left	Spring08
female	right	brown	no	no	jan	12	1988	242	65	2010	yes	20	walk	400	yes	yes	no	yes	yes	7	8	95	50000	yes	sports	Sugano	front left	Spring08
female	right	green	no	yes	may	25	1989	220	64	2011	yes	20	walk	600	yes	yes	no	yes	yes	7	10	100	30000	yes	softball and soccer	Sugano	front left	Spring08
male	left	brown	no	yes	mar	25	1986	252	71	2008	no	40	bus	312	yes	no	no	yes	yes	8	1	110	3210	no	Poker	Davis	front left	Spring08
male	right	hazel	no	yes	feb	6	1987	254	72	2009	yes	25	walk	252	yes	yes	no	yes	yes	3	80	142	20000	yes	Baseball	Davis	rear right	Spring08
female	right	brown	yes	yes	april	24	1987	251	66	2009	no	15	bus	1000	yes	yes	no	yes	yes	5	1	100		no	singing	Davis	front left	Spring08
female	right	brown	yes	yes	feb	27	1989	229	65	2011	yes	10	walk	600	yes	yes	no	yes	yes	9	1	110	20000	yes	Tennis	Ioudina	rear right	Spring08
female	right	green	yes	yes	feb	7	1989	229	66	2011	yes	14	walk	511	yes	no	no	yes	yes	8	10	120	32000	yes	paintng	Sugano	front right	Spring08
male	right	brown	yes	yes	oct	24	1988	234	64	2010	yes	15	walk	605	yes	yes	no	yes	yes	8	0	90	40000	yes	reading sports articles	Davis	rear left	Spring08
female	right	brown	yes	yes	june	29	1989	216	63	2011	yes	10	walk	300	yes	yes	no	yes	yes	8	0	90	20000	no	guitar	Davis	front right	Spring08
female	right	brown	yes	yes	dec	17	1987	243	63	2010	yes	15	walk	1200	yes	yes	no	yes	yes	7.5	0	105	20000	yes	baking	Sugano	rear left	Spring08
female	right	brown	no	yes	nov	6	1989	230	64	2011	yes	20	walk	300	yes	no	no	yes	yes	8	6	90	40000	yes	snowboarding	Davis	front right	Spring08
female	right	brown	yes	no	sept	18	1989	222	63	2011	yes	20	walk	350	yes	yes	no	yes	yes	8	2	80	20000	no	dance	Davis	front left	Spring08
female	right	brown	no	yes	dec	12	1987	243	65	2010	yes	15	walk	452	yes	yes	yes	yes	yes	5	0	55	40000	yes	Dragon Boating	Davis	front right	Spring08
female	right	brown	yes	yes	feb	11	1988	241	67	2010	yes	20	walk	360	yes	yes	no	yes	yes	6	8	90	30000	yes	dancing	Davis	rear right	Spring08
male	right	brown	yes	no	june	11	1989	225	74	2011	yes	10	walk	200	no	yes	yes	yes	yes	9	0	120	30000	yes	music	Sugano	front left	Spring08
female	right	brown	no	yes	nov	11	1988	232	62	2010	yes	17	walk	500	yes	yes	no	yes	yes	7	0	100		no	photography	Davis	front right	Spring08
male	right	brown	yes	yes	dec	8	1987	243	69	2010	yes	12	walk	300	yes	yes	no	yes	yes	5	7	110	25000	no	Basketball	Davis	rear right	Spring08
female	right	brown	yes	yes	july	23	1986	249	65	2008	yes	20	walk	2000	yes	yes	no	yes	yes	9	0	75	30000	yes	sleeping	Davis	rear right	Spring08
female	right	blue	no	no	mar	25	1989	228	66	2011	yes	20	walk	2500	no	yes	no	yes	yes	8.5	0	80	20000	yes	soccer	Davis	front right	Spring08
female	right	brown	no	no	aug	2	1986	256	67	2008	no	20	walk	243	yes	yes	no	yes	yes	6	0	110	10000	no	flying kites	Davis	front left	Spring08
female	right	hazel	no	no	july	7	1988	237		2010	yes	20	walk	500	yes	no	no	yes	yes	8	0	80	8000	yes	writing	Davis	front left	Spring08
female	right	brown	yes	yes	feb	15	1986	266	64	2008	no	15	carpool	125	yes	yes	no	yes	yes	4	5	100	13000	yes	Volleyball	Davis	rear right	Spring08
female	ambidextrous	blue	no	yes	july	2	1989	220	70	2011	yes	6	motorcycle	240	yes	yes	no	yes	yes	5	0	85	35000	no	Water Polo	Davis	front right	Spring08
female	right	hazel	no	yes	may	23	1988	238	62	2010	yes	20	walk	118	yes	yes	no	yes	yes	6	2	90	20000	no	swimming	Davis	front right	Spring08
female	right	brown	yes	no	july	15	1988	235	61.5	2010	yes	20	walk	400	yes	yes	no	yes	yes	10	0	80	15000	no	writing fiction	Davis	front right	Spring08
male	right	brown	yes	yes	jan	9	1988	244	68	2010	yes	15	walk	100	yes	yes	no	yes	yes	10	0	90	1000	yes	Music	Davis	rear left	Spring08
female	right	brown	no	no	feb	17	1989	228	65	2011	yes	7	walk	1000	yes	no	no	no	no	6	0		200000	no	Playing the Harmonium	Sugano	front right	Spring08
female	right	blue	yes	yes	sept	2	1988	235	66	2010	yes	10	walk	854	yes	no	yes	yes	yes	8	1	85	8500	yes	surfing	Davis	rear right	Spring08
female	right	brown	yes	yes	july	17	1989	224	61	2011	yes	15	walk	230	yes	no	no	yes	yes		0	90	25000	no	dancing	Davis	front left	Spring08
male	right	brown	yes	yes	april	1	1989	225	66	2011	no	60	bus	600	yes	no	no	yes	yes	7	0	65	20000	yes	Wikipediaing...	Davis	front left	Spring08
female	right	brown	no	yes	mar	5	1986	264	64	2008	no	90	car (by yourself)	300	yes	no	no	yes	yes	8	0	120	25000	yes	painting	Davis	front left	Spring08
female	right	brown	yes	yes	june	9	1989	225	68	2011	yes	15	walk	365	yes	yes	no	yes	yes	7	0	85	16000	yes	soccer	Davis	rear right	Spring08
female	right	brown	no	yes	dec	3	1988	231	62	2011	yes	5	walk	450	yes	yes	no	yes	no	7.5	0	85	26000	no	running	Davis	front left	Spring08
male	right	brown	yes	no	sept	16	1989	222	69	2011	yes	15	walk	450	yes	yes	no	yes	yes	5	1	95	9000	no	none	Davis	front left	Spring08
female	right	brown	yes	yes	april	20	1986	263	67	2008	no	20	carpool	722	yes	no	no	yes	yes	4	4	120	10000	no	Volleyball	Davis	rear left	Spring08
male	right	blue	no	yes	nov	28	1987	244	71	2010	yes	15	walk	160	yes	yes	no	yes	yes	7	0	90	20000	yes	Poetry	Davis	front right	Spring08
female	right	brown	yes	yes	sept	4	1989	222	62	2011	yes	15	walk	357	yes	no	yes	yes	yes	7	0	85	15000	yes	reading	Davis	front left	Spring08
female	right	green	no	yes	april	8	1989	227	60	2011	yes	15	walk	1000	yes	yes	no	yes	yes	7	15	100	30000	yes	socializing	Sugano	rear right	Spring08
female	right	blue	yes	no	sept	27	1989	222	63	2011	yes	15	walk	146	yes	yes	no	yes	yes	10	0	75	20000	yes	Watching TV	Davis	front right	Spring08
male	right	brown	no	yes	april	10	1987	261	67	2009	no	15	walk	1300	yes	no	no	yes	yes	7	0	90	30000	yes	Soccer	Davis	rear left	Spring08
female	right	brown	yes	yes	mar	10	1989	229	55	2011	yes		walk	240	yes	yes	no	yes	yes	9	0	100	50000	no	movies	Davis	front right	Spring08
